emp_no,first_name,last_name,title,from_date,to_date,recenttitle
492217,Heekeun,Verhaegen,Senior Engineer,1991-09-28,9999-01-01,1
492639,Sanjoy,Porenta,Engineer,1997-07-10,9999-01-01,1
492677,Goetz,McAffer,Senior Engineer,1994-02-04,9999-01-01,1
493031,Hironoby,Jakobus,Senior Staff,1996-07-29,9999-01-01,1
493048,Muzhong,Berztiss,Senior Staff,2001-01-22,9999-01-01,1
493096,Sachem,Msuda,Engineer,1995-04-07,9999-01-01,1
493744,Leni,Kropatsch,Senior Engineer,1997-07-17,9999-01-01,1
494019,Morrie,Iisaku,Senior Staff,1999-05-06,9999-01-01,1
494088,Phule,Dahlbom,Senior Engineer,1997-02-06,9999-01-01,1
494493,Masasuke,Koprowski,Staff,1996-11-20,9999-01-01,1
494995,Yongmao,Pouyioutas,Senior Staff,1996-08-24,9999-01-01,1
496100,Pranjal,Reinhard,Staff,1995-05-08,9999-01-01,1
496970,Giordano,Maquelin,Senior Engineer,1999-12-31,9999-01-01,1
496978,Danco,Debuse,Senior Staff,1998-09-10,9999-01-01,1
497007,Oldrich,Adachi,Senior Engineer,2002-04-03,9999-01-01,1
497174,Sanjiv,Bressoud,Senior Engineer,1998-04-27,9999-01-01,1
497340,Fayez,Keohane,Senior Staff,1990-09-19,9999-01-01,1
497391,Paris,Lieblein,Engineer,1999-05-19,9999-01-01,1
497835,Shuho,Laurillard,Technique Leader,1999-10-06,9999-01-01,1
498185,Caolyn,Marciano,Senior Engineer,1999-06-06,9999-01-01,1
498337,Naraig,Docker,Staff,1997-05-17,9999-01-01,1
498456,Geraldo,Gerteisen,Senior Staff,1993-06-04,9999-01-01,1
498635,Florian,Pezzoli,Senior Staff,1997-07-22,9999-01-01,1
498838,Sanjay,Ciolek,Senior Staff,1998-12-13,9999-01-01,1
498845,Arumugam,Pelc,Senior Engineer,1999-11-13,9999-01-01,1
498955,Nechama,Kandlur,Senior Engineer,2002-01-16,9999-01-01,1
499194,Padma,Delgrange,Senior Staff,1998-01-02,9999-01-01,1
499260,Danae,Honglei,Engineer,1998-09-14,9999-01-01,1
499495,Baoqiu,Kakkar,Engineer,1999-08-30,9999-01-01,1
